district_name,state_name,year,season,crop,crop_area,crop_production,yield,crop_type,avg_temp,total_precip,avg_humidity,avg_windspeed,district_x,state_x,data_points,district_y,state_y,loamy_alfisols_level,ustalf/ustolls_level,loamy_alfisol_level,vertisols_level,vertic_soils_level,inceptisols_level,verrtisols_level,orthids_level,sandy_alfisol_level,sandy_alfisols_level,vertic_sols_level,udupts/udalfs_level,vrtic_soils_level,verti_sols_level,pssaments_level,vertic_osils_level,pssamnets_level,udolls/udalfs_level,innceptisols_level,crop_code,area_unit,production_unit,yield_unit
North Garo Hills,Meghalaya,2016,whole_year,turmeric,48.0,265.0,5.52,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,Hectare,Tonnes,Tonnes/Hectare
Fatehgarh Sahib,Punjab,2019,rabi,sunflower,2400.0,4700.0,1.96,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,Hectare,Tonnes,Tonnes/Hectare
Sambalpur,Odisha,2019,rabi,onion,1160.0,12130.0,10.46,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Coimbatore,Tamil Nadu,2015,rabi,cotton(lint),63.0,187.0,2.97,Fiber Crops,24.197363,359.39,70.59681,1.6707143,Coimbatore,Tamil Nadu,182.0,Coimbatore,Tamil Nadu,,,,,,,,,high_extreme,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare
Madhubani,Bihar,2015,rabi,rice,122006.0,101520.0,0.83,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Salem,Tamil Nadu,2019,rabi,jowar,20188.0,21291.0,1.05,Cereals,26.07335,317.97,68.5461,1.9803296,Salem,Tamil Nadu,182.0,Salem,Tamil Nadu,,,,,,,,,high_extreme,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
East Kameng,Arunachal Pradesh,2019,whole_year,dry chillies,104.0,312.0,3.0,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare
Korba,Chhattisgarh,2015,whole_year,turmeric,4.0,4.0,1.0,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,Hectare,Tonnes,Tonnes/Hectare
Nawada,Bihar,2015,kharif,groundnut,185.0,189.0,1.02,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Sepahijala,Tripura,2018,rabi,wheat,32.0,68.72,2.15,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Dakshin Dinajpur,West Bengal,2017,zaid,sesamum,18.0,15.0,0.83,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Udupi,Karnataka,2017,whole_year,black pepper,477.0,313.1,0.66,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,Hectare,Tonnes,Tonnes/Hectare
Erode,Tamil Nadu,2019,kharif,jowar,3.0,4.0,1.33,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Srikakulam,Andhra Pradesh,2018,kharif,jowar,8.0,1.0,0.12,Cereals,28.520607,1243.41,76.57972,2.4897664,Srikakulam,Andhra Pradesh,214.0,Srikakulam,Andhra Pradesh,,,,,,,,high_extreme,,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Ajmer,Rajasthan,2017,rabi,rapeseed &mustard,23834.0,40652.0,1.71,Oilseeds,17.983084,20.3,31.873333,1.79075,Ajmer,Rajasthan,120.0,Ajmer,Rajasthan,,,,,,extreme,,,,,,,,,moderate,,,,,1004,Hectare,Tonnes,Tonnes/Hectare
Senapati,Manipur,2018,rabi,masoor,70.0,64.0,0.91,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Nawada,Bihar,2015,rabi,khesari,317.0,248.0,0.78,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,Hectare,Tonnes,Tonnes/Hectare
Etawah,Uttar Pradesh,2019,zaid,sunflower,13.0,18.0,1.38,Oilseeds,32.167103,18.12,24.257477,2.2492523,Etawah,Uttar Pradesh,107.0,Etawah,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,1007,Hectare,Tonnes,Tonnes/Hectare
Alappuzha,Kerala,2019,whole_year,sugarcane,36.01,2704.65,75.11,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,Hectare,Tonnes,Tonnes/Hectare
Pakur,Jharkhand,2018,kharif,arhar/tur,8001.0,5161.0,0.65,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,Hectare,Tonnes,Tonnes/Hectare
Pondicherry,Puducherry,2019,zaid,ragi,23.0,55.0,2.39,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,Hectare,Tonnes,Tonnes/Hectare
Kamrup,Assam,2016,rabi,rapeseed &mustard,11852.0,4512.0,0.38,Oilseeds,21.899017,230.84,72.11295,1.7261202,Kamrup,Assam,183.0,Kamrup,Assam,,,,,,,,,,,,,,,,,,,,1004,Hectare,Tonnes,Tonnes/Hectare
Shivamogga,Karnataka,2015,kharif,maize,48558.0,194946.0,4.01,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
West Kameng,Arunachal Pradesh,2019,kharif,rice,964.0,1710.0,1.77,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Devbhumi Dwarka,Gujarat,2019,rabi,onion,25.0,732.0,29.28,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Jashpur,Chhattisgarh,2018,whole_year,banana,19.0,249.0,13.11,Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,Hectare,Tonnes,Tonnes/Hectare
Azamgarh,Uttar Pradesh,2015,rabi,tobacco,7.0,31.0,4.43,Drugs And Narcotics,19.280582,52.73,43.06175,1.5271667,Azamgarh,Uttar Pradesh,120.0,Azamgarh,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,1302,Hectare,Tonnes,Tonnes/Hectare
Jind,Haryana,2018,whole_year,onion,755.0,18662.0,24.72,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Patiala,Punjab,2015,rabi,wheat,234000.0,1.073e+06,4.59,Cereals,18.485825,160.85,44.006428,1.704011,Patiala,Punjab,182.0,Patiala,Punjab,,,,,,high_extreme,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Madurai,Tamil Nadu,2015,rabi,moong(green gram),927.0,485.0,0.52,Pulses,24.602917,330.13,78.75575,2.11025,Madurai,Tamil Nadu,120.0,Madurai,Tamil Nadu,,,,,,,,,high_extreme,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Patna,Bihar,2019,rabi,gram,6053.0,4564.0,0.75,Pulses,20.586702,64.15,58.54599,1.5828022,Patna,Bihar,182.0,Patna,Bihar,,,,,,high_extreme,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Pratapgarh,Uttar Pradesh,2016,rabi,maize,36.0,101.0,2.81,Cereals,17.951834,10.92,47.66033,1.5101666,Pratapgarh,Uttar Pradesh,120.0,Pratapgarh,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Salem,Tamil Nadu,2019,rabi,moong(green gram),926.0,393.0,0.42,Pulses,26.07335,317.97,68.5461,1.9803296,Salem,Tamil Nadu,182.0,Salem,Tamil Nadu,,,,,,,,,high_extreme,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Farrukhabad,Uttar Pradesh,2019,rabi,coriander,9.0,6.0,0.67,Spices,16.570583,84.58,53.686333,1.6635833,Farrukhabad,Uttar Pradesh,120.0,Farrukhabad,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare
Kaimur (Bhabua),Bihar,2016,rabi,sunflower,1.0,1.0,1.0,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,Hectare,Tonnes,Tonnes/Hectare
Vizianagaram,Andhra Pradesh,2016,rabi,sweet potato,43.0,359.0,8.35,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,Hectare,Tonnes,Tonnes/Hectare
Kaushambi,Uttar Pradesh,2016,kharif,jowar,7137.0,4926.0,0.69,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Rangareddi,Telangana,2016,rabi,ragi,1.0,1.0,1.0,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,Hectare,Tonnes,Tonnes/Hectare
Bahraich,Uttar Pradesh,2016,rabi,coriander,178.0,93.0,0.52,Spices,21.211256,77.92,40.363224,1.5579782,Bahraich,Uttar Pradesh,183.0,Bahraich,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare
Krishnagiri,Tamil Nadu,2018,whole_year,sugarcane,555.0,57037.0,102.77,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,Hectare,Tonnes,Tonnes/Hectare
Kanchipuram,Tamil Nadu,2019,kharif,onion,1.0,6.0,6.0,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Kurnool,Andhra Pradesh,2015,rabi,dry chillies,440.0,1212.0,2.75,Spices,24.542166,32.06,56.109333,2.38825,Kurnool,Andhra Pradesh,120.0,Kurnool,Andhra Pradesh,,,,,moderate,,,,extreme,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare
Bilaspur,Himachal Pradesh,2017,rabi,onion,65.0,469.0,7.22,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Sultanpur,Uttar Pradesh,2019,kharif,bajra,214.0,463.0,2.16,Cereals,31.016542,1136.89,59.300655,2.2483644,Sultanpur,Uttar Pradesh,214.0,Sultanpur,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Pudukkottai,Tamil Nadu,2019,whole_year,sugarcane,2333.0,285922.0,122.56,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,Hectare,Tonnes,Tonnes/Hectare
Khowai,Tripura,2019,rabi,peas & beans (pulses),534.0,507.0,0.95,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,Hectare,Tonnes,Tonnes/Hectare
Coochbehar,West Bengal,2016,rabi,moong(green gram),247.0,198.0,0.8,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Nagaon,Assam,2015,whole_year,tapioca,14.0,132.0,9.43,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,Hectare,Tonnes,Tonnes/Hectare
Bageshwar,Uttarakhand,2017,whole_year,ginger,19.0,92.0,4.84,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,Hectare,Tonnes,Tonnes/Hectare
Chamoli,Uttarakhand,2015,rabi,masoor,57.0,43.0,0.75,Pulses,0.7355,70.46,53.588585,1.4550834,Chamoli,Uttarakhand,120.0,Chamoli,Uttarakhand,,,,,,,,,,,,,,,,,,high_extreme,,205,Hectare,Tonnes,Tonnes/Hectare
Madurai,Tamil Nadu,2018,rabi,other  rabi pulses,217.0,157.0,0.72,Pulses,25.848078,331.3,71.93429,1.9772527,Madurai,Tamil Nadu,182.0,Madurai,Tamil Nadu,,,,,,,,,high_extreme,,,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Pakur,Jharkhand,2017,kharif,moong(green gram),86.0,56.0,0.65,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Udhampur,Jammu And Kashmir,2018,kharif,moong(green gram),14.0,7.0,0.5,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Sidhi,Madhya Pradesh,2019,zaid,moong(green gram),225.0,150.0,0.67,Pulses,31.506075,41.02,24.180935,2.186355,Sidhi,Madhya Pradesh,107.0,Sidhi,Madhya Pradesh,,extreme,,,low,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Medak,Telangana,2018,rabi,gram,281.0,338.0,1.2,Pulses,24.850824,32.03,40.44132,1.9013736,Medak,Telangana,182.0,Medak,Telangana,,,,,low,,,,extreme,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Jehanabad,Bihar,2015,rabi,khesari,6176.0,5694.0,0.92,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,Hectare,Tonnes,Tonnes/Hectare
Villupuram,Tamil Nadu,2016,kharif,sunflower,5.0,4.0,0.8,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,Hectare,Tonnes,Tonnes/Hectare
Godda,Jharkhand,2017,rabi,linseed,3469.0,145.0,0.0,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,Hectare,Tonnes,Tonnes/Hectare
Churachandpur,Manipur,2015,kharif,ginger,344.0,4086.0,11.88,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,Hectare,Tonnes,Tonnes/Hectare
Aurangabad,Maharashtra,2019,rabi,gram,62755.0,63036.0,1.0,Pulses,20.846083,32.38,53.377583,1.8973334,Aurangabad,Maharashtra,120.0,Aurangabad,Maharashtra,,,,low,high_extreme,,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Betul,Madhya Pradesh,2017,rabi,rapeseed &mustard,1200.0,1270.0,1.06,Oilseeds,22.07577,58.63,42.41313,1.6352748,Betul,Madhya Pradesh,182.0,Betul,Madhya Pradesh,,,,,high_extreme,,very_low,,,,,,,,,,,,,1004,Hectare,Tonnes,Tonnes/Hectare
Madurai,Tamil Nadu,2018,rabi,bajra,438.0,1037.0,2.37,Cereals,25.848078,331.3,71.93429,1.9772527,Madurai,Tamil Nadu,182.0,Madurai,Tamil Nadu,,,,,,,,,high_extreme,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Kurukshetra,Haryana,2017,rabi,other oilseeds,100.0,100.0,1.0,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088,Hectare,Tonnes,Tonnes/Hectare
Nagaon,Assam,2016,whole_year,potato,6817.0,44448.0,6.52,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Junagadh,Gujarat,2016,rabi,onion,980.0,19783.0,20.19,Vegetable,24.666885,64.68,43.097485,2.0640984,Junagadh,Gujarat,183.0,Junagadh,Gujarat,,,,,moderate,,,moderate,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Udalguri,Assam,2015,rabi,peas & beans (pulses),496.0,820.0,1.65,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,Hectare,Tonnes,Tonnes/Hectare
Sri Potti Sriramulu Nellore,Andhra Pradesh,2019,kharif,niger seed,6362.0,32214.0,5.06,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,Hectare,Tonnes,Tonnes/Hectare
Tuensang,Nagaland,2017,rabi,masoor,220.0,180.0,0.82,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Gyalshing,Sikkim,2018,kharif,urad,518.0,461.0,0.89,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Raichur,Karnataka,2018,zaid,groundnut,33281.0,26369.0,0.79,Oilseeds,31.310654,101.5,39.596916,2.5809345,Raichur,Karnataka,107.0,Raichur,Karnataka,,,,extreme,moderate,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Chhindwara,Madhya Pradesh,2017,kharif,urad,10500.0,9280.0,0.88,Pulses,27.925701,929.28,60.974113,2.4841123,Chhindwara,Madhya Pradesh,214.0,Chhindwara,Madhya Pradesh,,,,very_low,high_extreme,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Dhamtari,Chhattisgarh,2015,whole_year,banana,41.0,875.0,21.34,Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,Hectare,Tonnes,Tonnes/Hectare
Ramanagara,Karnataka,2019,whole_year,coconut,29578.0,2.12677e+08,7190.38,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006,Hectare,Tonnes,Tonnes/Hectare
Botad,Gujarat,2016,kharif,arhar/tur,784.0,887.0,1.13,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,Hectare,Tonnes,Tonnes/Hectare
Dungarpur,Rajasthan,2015,rabi,other  rabi pulses,212.0,212.0,1.0,Pulses,22.49478,30.7,34.060276,1.9156044,Dungarpur,Rajasthan,182.0,Dungarpur,Rajasthan,,,,,high_extreme,,,,,,,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Thiruvananthapuram,Kerala,2017,whole_year,tapioca,14956.0,538976.0,36.04,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,Hectare,Tonnes,Tonnes/Hectare
North Garo Hills,Meghalaya,2016,kharif,soyabean,108.0,114.0,1.06,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009,Hectare,Tonnes,Tonnes/Hectare
Jhansi,Uttar Pradesh,2016,kharif,arhar/tur,2091.0,1973.0,0.94,Pulses,30.93799,802.72,55.875328,2.1804206,Jhansi,Uttar Pradesh,214.0,Jhansi,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,202,Hectare,Tonnes,Tonnes/Hectare
Nainital,Uttarakhand,2017,rabi,peas & beans (pulses),59.0,51.0,0.86,Pulses,15.917802,75.26,47.015438,1.4581869,Nainital,Uttarakhand,182.0,Nainital,Uttarakhand,,,,,,high_extreme,,,,,,,,,,,,very_low,,213,Hectare,Tonnes,Tonnes/Hectare
Beed,Maharashtra,2019,kharif,groundnut,4519.0,1993.0,0.44,Oilseeds,28.59098,589.13,58.492523,3.4821963,Beed,Maharashtra,214.0,Beed,Maharashtra,,,,,high_extreme,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Kolasib,Mizoram,2015,rabi,maize,126.0,152.0,1.21,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Rewari,Haryana,2019,kharif,groundnut,3.0,4.0,1.33,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Auraiya,Uttar Pradesh,2015,kharif,sweet potato,8.0,96.0,12.0,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,Hectare,Tonnes,Tonnes/Hectare
Karimganj,Assam,2017,kharif,castor seed,1.0,1.0,1.0,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,Hectare,Tonnes,Tonnes/Hectare
Rewa,Madhya Pradesh,2018,rabi,rapeseed &mustard,6960.0,3731.0,0.54,Oilseeds,19.04275,14.58,40.637085,1.5245833,Rewa,Madhya Pradesh,120.0,Rewa,Madhya Pradesh,,very_low,,,extreme,low,,,,,,,,,,,,,,1004,Hectare,Tonnes,Tonnes/Hectare
Jangoan,Telangana,2018,rabi,tobacco,22.0,115.0,5.23,Drugs And Narcotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302,Hectare,Tonnes,Tonnes/Hectare
Tehri Garhwal,Uttarakhand,2019,rabi,gram,4.0,3.0,0.75,Pulses,5.625583,230.28,56.117332,1.268,Tehri Garhwal,Uttarakhand,120.0,Tehri Garhwal,Uttarakhand,,,,,,,,,,,,,,,,,,high_extreme,,201,Hectare,Tonnes,Tonnes/Hectare
Belagavi,Karnataka,2017,zaid,potato,4.0,62.0,15.5,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Botad,Gujarat,2017,kharif,urad,240.0,152.0,0.63,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Narsinghpur,Madhya Pradesh,2019,rabi,masoor,18956.0,14596.0,0.77,Pulses,18.646,28.16,54.315334,1.6175,Narsinghpur,Madhya Pradesh,120.0,Narsinghpur,Madhya Pradesh,,,,high_extreme,low,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Nainital,Uttarakhand,2015,whole_year,turmeric,122.0,236.0,1.93,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,Hectare,Tonnes,Tonnes/Hectare
Vadodara,Gujarat,2017,zaid,bajra,4181.0,9793.0,2.34,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Srikakulam,Andhra Pradesh,2015,rabi,urad,41443.0,26524.0,0.64,Pulses,24.575384,264.41,70.23632,1.727967,Srikakulam,Andhra Pradesh,182.0,Srikakulam,Andhra Pradesh,,,,,,,,high_extreme,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Kondagaon,Chhattisgarh,2018,kharif,arhar/tur,106.0,53.0,0.5,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,Hectare,Tonnes,Tonnes/Hectare
Mahabubnagar,Telangana,2016,kharif,urad,570.0,466.0,0.82,Pulses,27.845327,643.0,65.6164,3.2254205,Mahabubnagar,Telangana,214.0,Mahabubnagar,Telangana,,,,moderate,low,,,,moderate,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Jhajjar,Haryana,2016,whole_year,onion,1575.0,31268.0,19.85,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Bemetara,Chhattisgarh,2019,rabi,masoor,2652.0,1019.0,0.38,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Purbi Champaran,Bihar,2018,rabi,onion,544.0,7406.0,13.61,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Palakkad,Kerala,2016,whole_year,arhar/tur,176.0,278.0,1.58,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,Hectare,Tonnes,Tonnes/Hectare
Narsinghpur,Madhya Pradesh,2019,kharif,soyabean,27799.0,19598.0,0.7,Oilseeds,29.51285,1624.19,60.309204,2.3240654,Narsinghpur,Madhya Pradesh,214.0,Narsinghpur,Madhya Pradesh,,,,high_extreme,low,,,,,,,,,,,,,,,1009,Hectare,Tonnes,Tonnes/Hectare
Dumka,Jharkhand,2017,kharif,maize,21510.0,64530.0,3.0,Cereals,29.253084,1489.11,74.49715,2.063645,Dumka,Jharkhand,214.0,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Bharuch,Gujarat,2016,rabi,other  rabi pulses,5250.0,3885.0,0.74,Pulses,25.247705,87.57,41.50344,1.7515846,Bharuch,Gujarat,183.0,Bharuch,Gujarat,,,,extreme,,,,low,,,very_low,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Cachar,Assam,2015,rabi,arecanut,4252.0,2563.0,0.6,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,Hectare,Tonnes,Tonnes/Hectare
Bhadradri,Telangana,2018,kharif,sesamum,27.0,5.0,0.19,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Tiruvannamalai,Tamil Nadu,2017,rabi,gram,5.0,5.0,1.0,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Gwalior,Madhya Pradesh,2017,whole_year,garlic,400.0,5200.0,13.0,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,Hectare,Tonnes,Tonnes/Hectare
Kangra,Himachal Pradesh,2019,rabi,rapeseed &mustard,2356.0,1602.0,0.68,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,Hectare,Tonnes,Tonnes/Hectare
Satara,Maharashtra,2017,rabi,other cereals,33.0,12.0,0.36,Cereals,21.279083,5.49,52.00975,1.99025,Satara,Maharashtra,120.0,Satara,Maharashtra,,,,moderate,,,,,,,,extreme,,,,,,,,188,Hectare,Tonnes,Tonnes/Hectare
Davangere,Karnataka,2016,rabi,cotton(lint),48.0,15.0,0.31,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare
Sonitpur,Assam,2015,kharif,jute,3886.0,36871.0,9.49,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102,Hectare,Tonnes,Tonnes/Hectare
Farrukhabad,Uttar Pradesh,2018,rabi,onion,282.0,4365.0,15.48,Vegetable,17.274166,14.27,42.746334,1.6659167,Farrukhabad,Uttar Pradesh,120.0,Farrukhabad,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Cuddalore,Tamil Nadu,2019,rabi,urad,48414.0,38934.0,0.8,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Raichur,Karnataka,2019,rabi,ragi,59.0,84.0,1.42,Cereals,25.89577,125.18,54.409176,2.0708792,Raichur,Karnataka,182.0,Raichur,Karnataka,,,,extreme,moderate,,,,,,,,,,,,,,,105,Hectare,Tonnes,Tonnes/Hectare
Imphal East,Manipur,2015,kharif,other kharif pulses,82.0,94.0,1.15,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Supaul,Bihar,2015,kharif,urad,847.0,760.0,0.9,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Auraiya,Uttar Pradesh,2015,kharif,rice,53479.0,150811.0,2.82,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Rajgarh,Madhya Pradesh,2018,rabi,masoor,47253.0,37708.0,0.8,Pulses,22.109615,8.26,35.718517,1.5741209,Rajgarh,Madhya Pradesh,182.0,Rajgarh,Madhya Pradesh,,,,,high_extreme,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Sagar,Madhya Pradesh,2019,rabi,gram,127931.0,206992.0,1.62,Pulses,17.452583,29.47,56.07567,1.63175,Sagar,Madhya Pradesh,120.0,Sagar,Madhya Pradesh,,,,moderate,moderate,,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Tirap,Arunachal Pradesh,2019,kharif,small millets,1636.0,1366.0,0.83,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,Hectare,Tonnes,Tonnes/Hectare
Dakshina Kannada,Karnataka,2019,whole_year,coriander,2.0,1.0,0.5,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare
